player_id,goals,assists,pass_accuracy,tackles,minutes_played
p227127,2,4,77.03,0,41
p2272,4,1,73.92,7,26
p227290,1,3,76.32,3,70
p227560,3,4,93.76,2,86
p2276,3,1,74.0,1,87
p2277,0,0,95.28,4,53
p228044,4,2,81.5,2,26
p228286,0,4,75.43,9,55
p228798,2,3,87.26,9,53
p2289,1,4,65.48,9,67
p229600,2,0,94.77,3,74
p2298,0,3,76.86,0,31
p230046,3,4,63.93,2,25
p2301,1,4,77.75,9,80
p230127,3,4,61.24,9,62
p2302,4,2,89.27,3,25
p230251,1,1,88.78,0,20
p230428,0,2,68.55,8,53
p2309,0,1,62.85,9,54
p231065,2,0,96.97,4,36
p2311,4,2,66.95,1,35
p231172,4,3,63.95,6,32
p2312,3,1,66.46,7,79
p2313,3,0,88.95,3,55
p231372,0,1,77.41,7,33
p2317,4,1,76.29,2,28
p231747,0,0,96.1,0,40
p2321,4,3,66.92,9,48
p232185,3,1,82.18,5,62
p232223,3,2,64.02,3,26
p232229,1,4,82.52,0,51
p232233,2,3,82.47,6,41
p232241,0,2,62.77,3,78
p232247,2,4,96.6,8,59
p232351,0,3,79.67,2,23
p232361,2,4,92.43,4,47
p232391,4,1,88.39,4,79
p232398,4,2,62.89,3,49
p2324,1,3,85.61,7,79
p232413,4,4,64.55,0,75
p232423,2,3,75.2,3,38
p232427,2,1,83.99,7,51
p232456,2,0,99.01,8,55
p232653,1,3,94.41,5,23
p232667,2,4,77.44,2,35
p232787,4,2,70.64,1,41
p232792,4,0,72.55,3,75
p232797,1,3,70.81,9,49
p232826,4,2,66.94,5,61
p232829,0,1,77.77,6,36
p232881,0,1,92.85,6,77
p2329,3,2,61.41,0,62
p232917,3,3,72.31,6,46
p232928,3,2,90.36,1,81
p232937,4,2,88.77,9,60
p232957,4,1,84.0,8,61
p232960,1,0,90.32,8,50
p232964,2,4,98.1,4,51
p232977,1,1,86.6,3,47
p232979,1,2,70.25,5,83
p232980,1,4,68.65,6,42
p23336,3,1,89.56,8,28
p233425,0,0,97.18,4,50
p233489,1,2,92.18,7,72
p233497,4,4,71.01,7,65
p2336,4,1,78.82,5,42
p2338,2,4,94.34,7,78
p233849,2,2,90.48,8,23
p233963,3,4,68.45,3,39
p2341,3,4,62.98,1,87
p2343,1,2,69.29,7,82
p2344,4,4,82.71,1,59
p234483,3,2,75.05,7,42
p2347,1,2,80.66,3,49
p234720,3,3,66.69,5,54
p2349,2,1,70.22,1,89
p234908,2,2,71.28,5,65
p2353,0,2,74.55,4,87
p235382,2,4,65.6,0,29
p235530,2,0,87.19,6,42
p235546,3,0,85.0,0,38
p235599,2,3,84.89,1,35
p235640,3,4,68.63,4,83
p2368,3,3,61.02,8,79
p2380,2,1,69.36,5,63
p2381,4,0,77.31,0,52
p2382,0,4,92.06,7,81
p2385,0,0,94.86,6,40
p2386,3,2,89.51,8,58
p2387,4,0,79.93,2,26
p2388,2,1,93.09,3,55
p2390,0,3,98.37,5,25
p2392,0,4,97.2,2,42
p2393,4,3,73.08,8,50
p2394,1,2,77.06,3,52
p2395,4,1,62.26,5,27
p2398,4,0,75.86,4,76
p2399,3,0,64.83,9,88
p2400,0,3,98.68,9,38
p2401,2,1,85.58,5,66
p240143,0,2,70.27,8,60
p2402,0,4,98.16,8,54
p2403,0,0,66.22,8,34
p2404,2,4,65.53,1,60
p240499,4,0,60.71,3,80
p2405,4,1,88.47,0,70
p240514,2,1,99.0,3,40
p2406,0,0,70.46,0,45
p240796,2,2,67.14,8,60
p2410,0,4,78.46,2,35
p241157,4,4,69.09,5,61
p241289,3,3,89.75,8,81
p2414,4,4,94.67,9,69
p2416,0,3,74.22,6,38
p241791,2,0,71.46,1,34
p242058,3,3,71.75,7,32
p242166,4,2,84.76,7,78
p242183,4,1,60.46,0,47
p242510,2,4,66.33,8,48
p243016,1,1,65.4,0,36
p243343,4,2,84.27,3,82
p243505,0,0,78.0,2,24
p243531,2,4,88.51,3,33
p243532,1,2,95.1,9,29
p243568,4,1,89.62,6,43
p243710,4,0,65.53,6,77
p2444,1,4,87.51,4,38
p244560,2,3,73.95,4,85
p244619,4,0,76.06,3,61
p244716,3,4,90.19,9,78
p244723,4,2,67.24,8,71
p244848,1,0,87.37,7,36
p244851,3,3,99.73,1,57
p244858,3,4,92.98,3,44
p2452,2,2,95.92,5,44
p245419,2,3,99.35,4,64
p245719,0,2,70.26,3,82
p245824,1,2,94.28,9,78
p245923,4,2,63.48,8,74
p2464,4,4,60.93,2,79
p246878,3,3,82.48,1,20
p2469,4,4,99.09,5,51
p247286,1,2,97.25,5,79
p247632,0,4,60.26,2,59
p2480,1,1,94.44,9,36
p248164,1,2,71.86,6,64
p2482,4,2,81.06,7,84
p2488,1,0,71.14,0,21
p248853,4,2,79.92,0,30
p248937,0,4,69.31,3,77
p2493,2,0,75.03,1,52
p2497,0,4,76.45,8,48
p250370,3,3,69.36,1,77
p250604,4,2,87.92,7,66
p2513,0,0,71.18,7,71
p2521,2,4,79.62,7,82
p25243,2,2,62.52,3,75
p2545,3,4,74.63,7,79
p2551,1,1,99.02,6,79
p25555,1,0,64.66,7,33
p2556,1,4,65.56,0,70
p2558,4,1,98.51,6,39
p2559,3,4,90.14,0,89
p2562,3,1,77.17,6,79
p2570,0,4,80.39,5,32
p2572,2,1,94.35,6,63
p2589,0,1,65.95,5,79
p2594,0,1,87.26,8,79
p2619,3,2,98.75,3,56
p2628,2,3,71.01,9,41
p2638,2,4,72.37,3,59
p2641,4,2,65.08,2,68
p2647,4,4,60.04,3,58
p2659,2,4,62.06,4,60
p2665,3,3,98.92,1,34
p2667,2,2,66.64,3,40
p26719,1,1,62.53,6,54
p26725,1,3,82.36,6,34
p26754,2,3,87.16,2,80
p26756,0,2,68.96,0,58
p2677,2,1,96.03,9,57
p2679,4,3,68.85,8,20
p26793,4,3,69.8,9,38
p26794,4,1,81.81,4,44
p26806,3,3,88.33,2,62
p2682,4,2,71.59,8,44
p2684,2,4,91.14,7,40
p26883,0,0,98.38,7,70
p26900,1,2,78.84,1,44
p26901,0,2,90.9,1,49
p26909,4,3,74.22,9,22
p2692,4,3,73.8,9,73
p26921,2,0,83.41,9,29
p27258,3,3,79.85,3,60
p27261,2,2,83.4,9,83
p2729,3,1,91.65,3,89
p2730,2,4,70.77,8,45
p2733,3,1,66.85,8,76
p27334,1,2,93.59,9,82
p27335,3,3,65.59,8,53
p27341,4,3,81.23,2,60
p27348,4,2,91.04,7,37
p2739,2,2,85.23,4,51
p27422,3,2,87.8,2,65
p2743,3,4,69.66,5,24
p27432,1,1,88.5,3,85
p27436,4,1,79.31,5,35
p27440,0,1,77.25,9,29
p27447,2,0,98.9,1,20
p2745,4,1,67.85,7,41
p27450,4,4,66.53,3,74
p27462,3,2,79.71,2,26
p27471,3,1,69.44,9,32
p2748,4,0,82.34,7,31
p27498,3,4,79.34,5,61
p27503,1,0,64.88,6,50
p27522,3,3,72.48,4,78
p27581,2,0,74.0,4,44
p2763,4,2,65.43,4,69
p27671,4,0,60.75,0,70
p27674,1,1,60.42,8,71
p27696,2,3,92.95,5,38
p27697,2,0,63.76,2,33
p27698,1,0,62.4,4,51
p27700,0,2,90.7,0,70
p27704,3,3,65.17,6,89
p27707,4,0,91.92,2,67
p27789,1,1,79.96,5,41
p27792,1,4,98.41,4,40
p27794,1,2,83.27,7,24
p2806,1,1,69.65,5,43
p2808,0,0,81.28,0,31
p28082,1,1,91.84,6,28
p28097,3,2,70.97,1,69
p2813,1,1,64.17,5,20
p28137,1,2,81.08,6,64
p28145,0,4,99.51,5,79
p28146,3,2,97.6,8,23
p28147,1,0,62.28,4,44
p2815,3,1,68.42,6,57
p28157,1,0,63.78,2,68
p28160,4,3,77.98,0,40
p28183,2,2,84.61,6,63
p2821,3,1,85.98,6,66
p28221,4,3,82.87,6,70
p28225,1,1,69.25,5,82
p2823,2,2,81.97,9,32
p2824,3,1,81.97,4,21
p28244,1,3,81.48,7,63
p2826,1,2,71.86,1,87
p28301,1,3,88.57,5,52
p2831,2,0,64.55,4,70
p28313,3,2,66.54,7,63
p2832,1,4,82.43,7,21
p28335,0,1,61.35,2,24
p28342,0,0,88.19,3,36
p28378,3,1,95.9,9,53
p28386,0,1,90.18,6,67
p28434,3,3,69.91,0,74
p28435,1,2,72.56,3,79
p28440,0,1,65.48,6,44
p28448,1,2,66.78,7,87
p28461,2,4,72.64,9,20
p28462,1,1,88.97,2,77
p28468,2,3,68.79,3,21
p2848,3,4,93.0,7,72
p28491,2,4,73.92,4,40
p28495,2,2,81.54,6,52
p28499,0,2,75.58,2,30
p2850,3,1,65.5,0,56
p2852,2,3,88.37,1,75
p28534,1,4,74.4,3,44
p28535,2,1,85.93,7,57
p28536,4,4,66.97,2,77
p28541,1,3,81.48,8,60
p28554,0,2,68.65,6,59
p28565,3,0,76.51,4,21
p28566,4,0,72.37,7,25
p28568,1,2,85.27,3,64
p28570,1,1,90.63,0,24
p28573,0,1,97.45,1,65
p28575,0,2,79.8,9,81
p28586,4,3,77.72,9,55
p28587,3,1,82.5,1,65
p28593,2,1,68.03,3,47
p28608,1,0,95.54,9,24
p28609,4,3,66.36,7,40
p28635,2,4,68.06,0,20
p28648,0,2,79.69,5,86
p28649,0,4,82.03,9,89
p28650,2,0,98.63,5,72
p28654,1,4,62.14,2,33
p28655,2,2,92.46,6,87
p28690,1,0,82.76,8,35
p2892,2,3,91.14,0,66
p2894,1,4,91.39,9,74
p2906,4,3,89.08,3,54
p2907,4,3,92.91,1,21
p2912,1,4,88.86,5,23
p2933,3,2,85.36,4,63
p2964,0,3,76.9,8,75
p2968,4,4,95.27,6,75
p2969,4,3,62.58,9,25
p2970,4,3,84.28,0,65
p2974,3,2,84.98,4,53
p29788,2,2,86.28,8,25
p2994,2,2,60.67,8,30
p2999,4,2,61.27,5,39
p3,2,3,92.49,8,88
p3003,4,3,99.42,8,75
p3004,1,4,90.53,6,49
p3005,1,0,84.3,8,37
p3008,1,4,95.92,6,49
p3010,1,0,61.58,7,22
p3011,0,1,61.0,8,73
p3013,1,3,62.67,4,61
p3015,2,2,98.06,0,46
p3021,4,2,61.24,5,49
p3022,4,4,95.9,3,53
p3031,3,1,83.0,8,61
p3032,4,4,69.05,8,33
p3039,1,0,83.33,9,28
p3045,2,4,96.56,4,74
p3046,0,0,62.63,2,25
p3047,2,4,99.7,5,35
p3050,3,3,75.14,7,51
p3060,2,3,92.01,9,80
p3063,0,4,64.53,0,74
p3074,2,2,69.41,7,37
p3075,1,0,97.9,7,86
p3079,1,0,84.42,0,61
p3081,3,1,88.81,7,75
p3083,3,1,74.52,4,43
p3084,4,4,88.95,6,77
p3088,2,0,80.74,2,43
p3090,0,0,64.59,0,34
p3092,3,1,97.73,0,34
p3096,1,4,89.07,3,51
p3098,4,1,87.11,4,69
p3102,0,3,85.89,8,27
p3109,4,4,67.48,3,55
p3112,4,4,71.64,0,36
p3115,1,0,96.81,3,36
p3116,3,3,69.55,8,70
p3117,1,2,67.09,1,84
p3118,3,3,96.88,6,87
p3119,4,2,78.19,4,58
p3120,2,1,61.44,0,70
p3128,3,1,89.52,9,50
p3129,3,0,81.86,1,59
p3130,1,1,85.18,8,78
p3134,3,4,73.94,3,64
p3148,3,3,95.58,7,24
p3151,3,3,98.49,0,50
p3152,2,0,81.53,8,56
p3154,3,0,83.07,4,74
p3157,0,0,94.38,7,20
p3169,0,2,64.92,0,43
p3171,4,3,96.14,6,58
p3175,0,0,77.07,6,21
p3177,0,0,68.65,8,40
p3179,3,2,66.12,7,56
p3184,1,4,77.61,0,88
p3186,2,2,67.94,5,88
p31860,1,0,95.59,1,83
p31881,3,0,67.8,4,39
p3199,1,2,80.49,9,63
p3201,2,4,60.86,7,41
p3208,1,0,64.92,7,50
p3211,4,0,86.47,0,52
p3215,3,1,66.03,8,31
p3216,4,3,61.11,7,77
p32259,0,1,78.81,3,84
p32265,4,2,99.47,8,88
p32269,1,1,60.84,6,67
p3227,4,4,92.21,8,75
p32272,0,3,71.77,4,78
p32275,1,3,99.59,5,73
p32283,0,2,63.31,8,21
p32285,1,3,71.44,3,61
p3230,4,3,80.19,3,49
p32317,0,1,96.95,2,29
p32318,3,3,97.51,4,64
p3234,0,3,74.97,4,79
p32388,3,2,87.19,7,62
p3242,0,1,89.34,9,36
p3244,0,1,63.86,1,63
p3249,1,1,92.36,5,51
p32644,3,1,91.82,5,80
p3269,4,0,98.58,3,46
p3273,4,3,69.48,0,72
p3276,4,4,82.73,2,79
p3278,2,3,67.02,8,79
p3282,3,4,72.82,1,40
p3284,0,1,90.76,0,31
p3289,4,3,93.62,1,58
p3290,3,2,88.51,1,38
p3296,1,4,70.62,0,32
p3298,0,0,73.27,1,29
p33008,0,1,78.62,2,53
p3301,4,2,93.24,1,68
p33031,0,1,70.97,5,41
p3306,3,4,80.3,7,39
p3310,1,4,97.68,2,24
p3313,3,0,77.58,5,39
p3314,4,4,93.11,4,41
p33148,2,3,86.05,5,29
p3315,4,2,97.6,7,52
p33223,1,0,65.28,5,82
p3324,0,1,71.68,6,23
p33268,3,4,85.41,0,70
p33298,2,3,60.88,4,61
p33305,4,2,81.81,1,88
p3332,4,2,96.41,4,78
p3348,1,4,78.2,1,43
p3353,2,2,90.26,1,56
p3357,3,4,91.36,0,51
p3359,4,3,69.32,6,66
p3367,1,0,83.21,2,41
p33730,4,0,80.67,6,63
p33736,4,1,67.28,5,61
p3374,1,3,83.9,4,26
p33749,3,4,75.57,1,28
p3379,0,0,60.16,1,38
p3384,0,3,76.73,0,77
p33871,0,0,71.62,4,66
p3390,4,2,74.27,7,86
p3394,3,3,85.63,6,80
p3399,1,3,88.18,7,21
p3408,1,3,98.12,7,70
p3411,2,2,86.03,9,39
p3418,1,4,92.91,9,82
p3419,2,1,78.09,6,53
p3421,4,0,61.54,4,77
p34285,2,2,73.94,3,30
p3429,2,3,63.72,6,83
p34296,1,4,91.67,0,30
p3432,0,0,79.04,4,44
p3434,4,4,64.51,3,41
p3436,4,0,79.57,1,80
p3437,4,0,98.15,2,68
p3439,1,4,78.92,9,21
p34392,0,1,95.37,9,89
p3440,0,3,95.42,9,41
p3445,4,1,75.4,3,66
p3447,0,1,65.04,2,23
p3455,0,0,82.05,3,41
p3456,4,1,60.92,1,37
p34569,2,2,67.34,2,53
p34654,4,1,85.64,9,70
p3466,4,2,76.14,5,78
p3467,3,2,94.69,8,50
p3477,1,3,69.61,5,86
p3478,3,4,70.03,3,62
p3479,4,4,64.03,8,81
p3484,0,3,71.28,0,43
p3508,3,4,75.31,5,86
p3510,0,1,62.47,0,28
p3512,0,2,69.33,5,64
p3524,3,4,76.25,1,44
p3526,2,0,65.69,1,44
p3529,3,0,91.36,9,76
p3531,4,1,75.71,6,62
p3538,2,0,99.63,6,75
p3539,3,4,67.06,4,43
p3541,3,1,71.25,5,74
p3542,0,1,78.64,3,80
p3543,0,0,72.94,0,53
p3544,0,1,89.35,8,52
p3549,2,2,71.76,0,70
p3554,3,3,92.21,3,64
p3560,0,3,71.44,2,63
p3566,0,2,69.13,8,46
p3579,3,1,94.51,4,39
p3586,4,0,91.94,1,32
p35865,1,1,62.68,3,33
p359,3,3,96.98,7,78
p3593,1,4,69.25,4,54
p3594,4,2,84.19,7,44
p3609,3,1,93.3,9,51
p361,0,1,91.63,2,38
p3614,1,1,67.47,8,24
p3628,3,1,71.77,3,22
p363,2,2,75.02,7,59
p3630,3,4,86.23,6,69
p3631,1,0,99.89,3,88
p3632,1,3,96.85,6,22
p3633,0,0,82.28,4,22
p3634,1,2,97.61,4,40
p3636,1,2,81.1,5,34
p36378,3,4,95.87,7,21
p3641,4,1,81.52,8,30
p3642,0,4,70.74,5,29
p3644,1,0,90.78,4,47
p3646,4,2,98.16,3,20
p3647,2,4,98.03,7,46
p3649,3,2,76.02,7,84
p3650,3,4,94.4,9,86
p3651,2,3,74.05,8,71
p3652,3,2,72.99,6,51
p3653,4,4,89.49,7,62
p3654,3,0,68.24,9,77
p3657,1,1,81.88,2,48
p3658,3,3,77.55,6,69
p3659,4,1,63.52,1,29
p3663,3,4,77.96,2,24
p3664,2,0,60.52,2,26
p3665,2,4,63.63,8,84
p3666,3,2,98.86,0,23
p3667,0,1,69.86,0,87
p3668,1,3,91.84,0,87
p3670,4,3,88.23,9,85
p3672,4,3,81.43,1,69
p3673,0,0,69.86,6,50
p3674,0,0,73.74,4,72
p3675,3,0,97.49,3,56
p3676,2,4,90.4,2,72
p3677,4,3,79.66,3,24
p3678,2,2,91.27,1,84
p3679,4,4,85.69,1,73
p3680,3,3,75.44,1,66
p3681,2,0,80.79,5,83
p3682,0,4,65.42,0,45
p3683,1,3,77.06,5,20
p3684,0,1,97.86,1,34
p3685,3,4,75.32,9,61
p3686,2,3,70.51,4,54
p3687,1,1,93.0,7,20
p36903,1,1,61.71,6,34
p36905,0,0,74.64,9,41
p36907,1,3,66.47,6,80
p3694,3,1,90.19,3,41
p36956,0,2,64.91,9,75
p36968,2,0,87.94,1,25
p3699,3,3,87.0,2,68
p3700,3,4,96.79,2,69
p37011,3,0,80.07,1,71
p3702,1,4,92.39,0,44
p37022,3,4,68.59,2,61
p37023,0,3,80.06,3,52
p37024,0,1,86.4,6,62
p3703,3,4,67.51,4,37
p37036,3,0,78.99,0,53
p3705,2,1,94.63,9,75
p37051,2,3,94.04,0,66
p37055,3,3,89.42,2,67
p3706,0,2,81.69,7,77
p3707,1,1,84.89,7,54
p37084,3,1,83.02,2,57
p37096,3,3,86.29,9,72
p3710,3,1,86.37,1,44
p37105,4,1,69.12,8,64
p3713,3,4,68.18,6,44
p37146,3,4,67.85,7,80
p3717,1,4,66.87,1,37
p3718,3,3,61.72,3,70
p37188,1,2,70.15,1,30
p3719,0,3,97.35,6,49
p37196,4,0,79.1,5,38
p3720,1,2,66.27,9,82
p3721,3,0,96.61,0,75
p3722,4,3,81.79,9,28
p3725,4,4,71.78,5,77
p3726,0,0,64.02,1,58
p37265,2,1,99.7,4,80
p37269,3,3,71.68,9,36
p3727,1,2,78.09,6,87
p3728,3,0,63.33,4,81
p3730,3,1,83.93,5,58
p3731,1,0,81.22,9,85
p3733,3,1,73.77,1,55
p37334,4,0,80.41,5,31
p37339,1,3,99.23,2,47
p3734,0,2,92.8,1,29
p37342,4,1,75.15,4,47
p3735,4,3,77.98,9,64
p37352,3,3,78.65,3,22
p3736,2,0,80.92,2,82
p37368,4,3,60.54,3,23
p3738,4,4,77.52,9,24
p37388,2,0,73.8,1,82
p3740,1,2,61.7,6,80
p37402,0,0,91.92,3,54
p3741,0,1,69.31,0,21
p37416,0,0,99.65,7,72
p37417,2,0,73.67,0,21
p3742,1,3,81.51,9,44
p3746,4,2,83.53,5,37
p3748,1,2,92.38,2,82
p3749,0,2,65.65,6,63
p37503,1,3,78.32,3,67
p3752,1,2,64.05,7,81
p3754,1,0,75.84,4,25
p3756,1,1,81.44,3,44
p37572,0,2,77.79,2,56
p3758,0,0,98.85,1,28
p37587,2,1,79.29,2,78
p3759,2,3,91.59,4,28
p37605,3,4,92.49,0,61
p37614,1,1,85.37,1,63
p3762,2,4,87.81,3,76
p3763,1,4,93.97,9,87
p37631,4,2,67.77,5,57
p37633,2,2,65.82,6,21
p37634,2,2,77.23,7,74
p37639,4,2,90.52,0,34
p3764,4,0,99.4,5,86
p37641,3,2,94.39,1,84
p37642,0,1,76.19,1,83
p37643,1,4,86.45,9,71
p37644,3,1,76.31,6,40
p37648,1,0,94.13,9,28
p37649,3,3,73.81,0,58
p3766,2,0,88.04,4,53
p3769,4,2,79.14,4,31
p3771,1,4,66.96,5,60
p3773,1,1,63.57,1,59
p3774,0,2,72.82,4,30
p37742,4,2,74.04,4,76
p37748,1,3,85.27,4,71
p3775,0,4,97.67,8,22
p37752,4,0,79.65,9,77
p37753,2,0,80.35,1,53
p37755,1,2,73.08,6,54
p3776,4,1,94.54,3,20
p37760,3,2,79.89,3,84
p3777,4,4,79.13,4,21
p37796,1,0,93.71,9,47
p37804,3,4,74.3,6,35
p3782,0,1,69.0,4,50
p3784,2,1,71.88,7,20
p37847,1,1,61.92,3,37
p3785,2,0,64.19,5,83
p3786,2,0,69.87,4,85
p37863,3,1,62.51,6,83
p37869,1,0,68.52,3,31
p3788,4,2,63.92,5,67
p3790,1,4,68.08,3,58
p37901,4,2,74.08,5,87
p37915,2,0,82.42,9,77
p37939,3,0,93.07,5,30
p37962,1,3,75.77,6,81
p3797,3,4,84.68,4,36
p37979,1,2,88.88,0,43
p37998,0,1,78.1,6,29
p38000,3,2,69.09,6,68
p38036,1,0,72.24,4,73
p38038,0,0,98.41,3,71
p3805,4,1,85.02,7,49
p3808,2,0,81.41,9,85
p3810,1,4,89.69,5,55
p38157,1,3,64.93,5,32
p38159,0,3,63.84,9,61
p3820,0,2,97.27,8,27
p38219,3,2,82.51,5,85
p38234,1,0,91.74,7,89
p38251,1,2,96.48,6,66
p38290,1,3,74.06,1,35
p38297,0,2,66.02,7,57
p38328,3,3,81.23,8,60
p38360,3,4,98.17,6,60
p38401,1,0,72.73,4,70
p38411,0,4,82.87,8,88
p38419,3,1,84.16,9,39
p38429,1,1,82.42,1,69
p38439,0,2,96.85,4,31
p3844,2,3,86.16,3,63
p38454,2,2,62.58,5,20
p38462,0,0,61.13,4,26
p3847,4,0,67.57,5,50
p38470,2,3,85.37,6,46
p3849,3,4,88.84,3,31
p38490,0,4,75.34,3,33
p38499,2,3,61.22,8,49
p38519,3,0,66.77,4,41
p3853,1,2,89.76,6,30
p38530,4,3,69.06,7,37
p38533,0,4,78.52,2,89
p38580,3,0,87.35,3,22
p38588,1,1,74.08,3,24
p38589,4,0,82.8,5,47
p3861,0,1,77.55,3,48
p38612,4,4,89.08,6,89
p3862,2,0,70.25,6,56
p38680,2,1,74.49,9,25
p38685,4,2,73.55,9,34
p3869,0,4,74.04,6,59
p38716,3,4,65.44,0,62
p3884,3,3,76.42,2,75
p3885,4,1,85.78,9,58
p3887,0,4,90.54,8,67
p3890,4,4,68.88,2,54
p3892,1,0,60.64,4,62
p3893,1,3,78.86,6,27
p3894,0,0,91.08,2,66
p3895,2,3,83.81,4,55
p3897,3,2,91.04,5,43
p3898,2,1,66.21,7,41
p39018,3,1,94.53,2,31
p3903,0,0,71.88,1,67
p3904,2,3,76.81,0,34
p3909,2,0,98.49,2,70
p39104,0,4,75.11,3,40
p39155,1,0,87.44,5,39
p39158,3,3,80.15,1,26
p39167,3,4,99.05,6,29
p39187,0,2,80.65,7,30
p39194,1,3,76.2,4,21
p39196,4,2,82.36,3,63
p3920,2,0,71.85,4,77
p39202,2,0,97.73,9,29
p39204,2,1,90.4,6,46
p39206,0,1,65.88,2,52
p39215,4,4,80.67,9,42
p39217,1,4,88.61,4,24
p39221,1,0,79.06,1,28
p3923,0,3,78.03,9,54
p39233,1,0,63.72,7,87
p39234,4,4,86.63,6,83
p39242,2,1,94.37,4,26
p39253,4,0,93.11,2,26
p39262,1,0,78.21,0,36
p39267,1,2,74.97,6,88
p39270,3,3,84.67,3,80
p3929,4,0,97.74,3,83
p39316,0,3,84.06,8,88
p39336,0,4,91.0,7,86
p3940,4,4,72.41,0,60
p39439,1,1,99.53,6,34
p39453,2,3,85.24,9,73
p39461,3,4,95.26,9,33
p39464,4,3,75.34,6,87
p39472,4,0,82.24,9,42
p39476,4,1,79.23,9,61
p39487,2,3,89.51,5,81
p3949,4,4,86.79,8,44
p39493,0,1,88.66,0,69
p39502,4,2,95.03,8,82
p3952,0,0,64.81,1,56
p39529,2,0,93.48,1,51
p39570,1,0,84.88,6,81
p39680,2,3,61.42,0,35
p3971,3,1,94.42,4,62
p39725,3,0,82.3,1,88
p3973,4,2,63.04,9,65
p39765,2,1,64.39,7,30
p39776,4,3,93.4,0,81
p39777,0,2,65.98,7,23
p3978,4,4,96.67,3,84
p39786,0,2,60.24,2,37
p3979,2,3,73.32,0,38
p39790,3,3,97.17,2,49
p3980,2,3,99.72,3,65
p39800,3,1,65.72,3,75
p39811,3,4,66.57,7,53
p39847,3,2,65.93,5,22
p3986,1,4,61.94,0,52
p39888,3,1,77.3,1,80
p3989,2,0,70.36,0,51
p39895,1,0,80.31,8,26
p39942,1,1,88.55,7,46
p39950,1,1,80.45,8,38
p39954,1,2,88.64,7,22
p39975,4,0,60.72,8,63
p39976,0,1,71.02,3,89
p39982,1,1,78.13,1,87
p40002,2,1,81.06,7,60
p4001,0,4,84.52,2,38
p4004,4,0,88.36,0,85
p4006,1,3,81.84,1,44
p4014,1,0,85.71,4,27
p40141,0,2,70.96,4,58
p40142,2,0,98.56,5,63
p40145,3,0,81.33,4,67
p40146,3,2,83.07,6,45
p4016,2,2,61.62,3,27
p40202,0,0,74.29,3,27
p40204,1,0,85.85,3,26
p40231,4,1,96.05,0,22
p40232,3,0,79.77,9,55
p4025,4,3,81.02,1,89
p40270,2,1,63.36,1,67
p40275,4,0,92.8,7,40
p40276,4,1,60.98,1,57
p4028,2,3,81.44,9,50
p40324,0,1,87.96,6,61
p4033,4,0,68.18,0,80
p40345,3,0,74.16,3,61
p40346,3,4,80.69,9,77
p40348,3,3,96.71,5,60
p40349,1,3,72.67,0,25
p40380,1,3,88.84,5,30
p40383,1,2,67.87,9,30
p40386,0,1,62.72,9,33
p40387,3,3,69.13,3,46
p4039,2,1,81.02,4,44
p40399,4,4,62.02,1,66
p40400,4,1,62.29,5,27
p4041,0,4,93.87,9,52
p4045,4,4,97.73,2,27
p40451,4,4,69.2,3,62
p40501,1,2,81.08,7,83
p40519,0,0,97.6,2,22
p4054,2,3,90.07,2,49
p40541,0,4,62.89,6,51
p40545,3,0,95.83,3,22
p40546,1,4,81.61,6,45
p40552,3,4,73.57,7,49
p40553,3,2,66.83,3,71
p40555,4,4,89.52,2,30
p40559,0,1,63.46,6,40
p40564,2,0,62.48,8,38
p4058,1,4,90.37,2,38
p4060,4,0,82.49,1,46
p40615,1,1,82.45,9,27
p40616,4,2,72.05,7,70
p4062,2,3,65.91,9,36
p4064,2,0,89.52,5,50
p40660,4,4,68.8,0,46
p40669,4,1,80.55,7,84
p4068,2,2,96.01,8,54
p40686,3,4,72.73,5,73
p4069,1,1,98.72,4,65
p40691,3,3,81.19,5,40
p40694,4,2,66.81,1,38
p40718,1,0,87.42,3,82
p40720,0,1,89.5,6,54
p40725,0,1,75.86,5,70
p4073,1,1,99.8,5,55
p40733,0,2,90.95,9,74
p40739,1,1,76.19,2,58
p4074,0,4,91.14,8,83
p4075,4,3,92.93,5,59
p40755,2,0,96.95,4,27
p4076,1,1,92.06,5,30
p40772,1,4,65.57,4,85
p4078,4,1,84.79,4,48
p40784,0,3,95.31,2,28
p40792,2,3,60.03,1,84
p40799,0,0,73.72,2,25
p4081,0,0,87.03,9,24
p40831,2,1,80.54,2,75
p40833,1,4,94.0,8,64
p40836,1,4,78.24,4,50
p40845,2,4,96.97,4,76
p40868,4,1,71.28,3,75
p40871,0,4,61.62,7,51
p4095,4,0,85.66,4,36
p4098,3,2,89.12,2,50
p4100,1,1,72.33,1,75
p4101,0,2,86.51,6,82
p4105,2,1,71.23,0,43
p4106,3,4,74.02,5,27
p41080,1,2,64.51,9,42
p41106,2,2,73.66,7,28
p4113,3,1,83.61,7,38
p41135,4,4,98.38,0,63
p4114,4,2,84.51,3,63
p41184,4,4,66.58,6,82
p41208,4,4,79.47,1,37
p41243,3,2,61.0,1,74
p41251,1,4,76.32,1,24
p41262,1,0,91.76,0,78
p41270,2,2,76.36,8,37
p4130,3,4,70.79,4,27
p41320,1,3,69.63,8,48
p41321,0,3,98.39,1,35
p41328,3,4,96.81,5,37
p41338,2,2,68.15,2,52
p4142,3,1,84.49,8,80
p4145,4,3,76.36,9,76
p41450,4,4,63.49,1,60
p41464,2,0,75.5,2,65
